frame_number,timestamp,health_index,unhealthy_ratio_percent,health_status
60,2026-01-09 10:12:15.877,0.08,99.92,Unhealthy
61,2026-01-09 10:12:15.916,0.08,99.92,Unhealthy
62,2026-01-09 10:12:15.957,0.07,99.93,Unhealthy
63,2026-01-09 10:12:15.993,0.06,99.94,Unhealthy
64,2026-01-09 10:12:16.036,0.08,99.92,Unhealthy
65,2026-01-09 10:12:16.078,0.08,99.92,Unhealthy
66,2026-01-09 10:12:16.119,0.09,99.91,Unhealthy
67,2026-01-09 10:12:16.154,0.10,99.90,Unhealthy
68,2026-01-09 10:12:16.190,0.10,99.90,Unhealthy
69,2026-01-09 10:12:16.234,0.10,99.90,Unhealthy
70,2026-01-09 10:12:16.282,0.11,99.89,Unhealthy
71,2026-01-09 10:12:16.323,0.12,99.88,Unhealthy
72,2026-01-09 10:12:16.363,0.12,99.88,Unhealthy
73,2026-01-09 10:12:16.408,0.12,99.88,Unhealthy
74,2026-01-09 10:12:16.447,0.12,99.88,Unhealthy
75,2026-01-09 10:12:16.484,0.12,99.88,Unhealthy
76,2026-01-09 10:12:16.522,0.12,99.88,Unhealthy
77,2026-01-09 10:12:16.556,0.12,99.88,Unhealthy
78,2026-01-09 10:12:16.592,0.11,99.89,Unhealthy
79,2026-01-09 10:12:16.636,0.10,99.90,Unhealthy
80,2026-01-09 10:12:16.681,0.11,99.89,Unhealthy
81,2026-01-09 10:12:16.716,0.11,99.89,Unhealthy
82,2026-01-09 10:12:16.762,0.11,99.89,Unhealthy
83,2026-01-09 10:12:16.805,0.11,99.89,Unhealthy
84,2026-01-09 10:12:16.849,0.11,99.89,Unhealthy
85,2026-01-09 10:12:16.891,0.12,99.88,Unhealthy
86,2026-01-09 10:12:16.932,0.11,99.89,Unhealthy
87,2026-01-09 10:12:16.976,0.11,99.89,Unhealthy
88,2026-01-09 10:12:17.020,0.11,99.89,Unhealthy
89,2026-01-09 10:12:17.068,0.11,99.89,Unhealthy
90,2026-01-09 10:12:17.118,0.08,99.92,Unhealthy
91,2026-01-09 10:12:17.155,0.09,99.91,Unhealthy
92,2026-01-09 10:12:17.190,0.09,99.91,Unhealthy
93,2026-01-09 10:12:17.226,0.10,99.90,Unhealthy
94,2026-01-09 10:12:17.262,0.10,99.90,Unhealthy
95,2026-01-09 10:12:17.299,0.09,99.91,Unhealthy
96,2026-01-09 10:12:17.346,0.10,99.90,Unhealthy
97,2026-01-09 10:12:17.383,0.10,99.90,Unhealthy
98,2026-01-09 10:12:17.431,0.10,99.90,Unhealthy
99,2026-01-09 10:12:17.473,0.11,99.89,Unhealthy
100,2026-01-09 10:12:17.516,0.12,99.88,Unhealthy
101,2026-01-09 10:12:17.562,0.09,99.91,Unhealthy
102,2026-01-09 10:12:17.600,0.09,99.91,Unhealthy
103,2026-01-09 10:12:17.643,0.09,99.91,Unhealthy
104,2026-01-09 10:12:17.684,0.08,99.92,Unhealthy
105,2026-01-09 10:12:17.731,0.08,99.92,Unhealthy
106,2026-01-09 10:12:17.767,0.09,99.91,Unhealthy
107,2026-01-09 10:12:17.802,0.08,99.92,Unhealthy
108,2026-01-09 10:12:17.839,0.08,99.92,Unhealthy
109,2026-01-09 10:12:17.878,0.09,99.91,Unhealthy
110,2026-01-09 10:12:17.923,0.08,99.92,Unhealthy
111,2026-01-09 10:12:17.965,0.08,99.92,Unhealthy
112,2026-01-09 10:12:18.005,0.08,99.92,Unhealthy
113,2026-01-09 10:12:18.042,0.09,99.91,Unhealthy
114,2026-01-09 10:12:18.079,0.08,99.92,Unhealthy
115,2026-01-09 10:12:18.121,0.10,99.90,Unhealthy
116,2026-01-09 10:12:18.156,0.09,99.91,Unhealthy
117,2026-01-09 10:12:18.196,0.10,99.90,Unhealthy
118,2026-01-09 10:12:18.233,0.10,99.90,Unhealthy
119,2026-01-09 10:12:18.281,0.10,99.90,Unhealthy
120,2026-01-09 10:12:18.333,0.09,99.91,Unhealthy
121,2026-01-09 10:12:18.381,0.09,99.91,Unhealthy
122,2026-01-09 10:12:18.421,0.08,99.92,Unhealthy
123,2026-01-09 10:12:18.457,0.08,99.92,Unhealthy
124,2026-01-09 10:12:18.495,0.08,99.92,Unhealthy
125,2026-01-09 10:12:18.532,0.09,99.91,Unhealthy
126,2026-01-09 10:12:18.569,0.07,99.93,Unhealthy
127,2026-01-09 10:12:18.614,0.10,99.90,Unhealthy
128,2026-01-09 10:12:18.654,0.09,99.91,Unhealthy
129,2026-01-09 10:12:18.692,0.08,99.92,Unhealthy
130,2026-01-09 10:12:18.729,0.08,99.92,Unhealthy
131,2026-01-09 10:12:18.774,0.08,99.92,Unhealthy
132,2026-01-09 10:12:18.816,0.09,99.91,Unhealthy
133,2026-01-09 10:12:18.858,0.09,99.91,Unhealthy
134,2026-01-09 10:12:18.902,0.10,99.90,Unhealthy
135,2026-01-09 10:12:18.943,0.09,99.91,Unhealthy
136,2026-01-09 10:12:18.978,0.10,99.90,Unhealthy
137,2026-01-09 10:12:19.017,0.09,99.91,Unhealthy
138,2026-01-09 10:12:19.061,0.09,99.91,Unhealthy
139,2026-01-09 10:12:19.097,0.09,99.91,Unhealthy
140,2026-01-09 10:12:19.142,0.10,99.90,Unhealthy
141,2026-01-09 10:12:19.182,0.09,99.91,Unhealthy
142,2026-01-09 10:12:19.223,0.09,99.91,Unhealthy
143,2026-01-09 10:12:19.258,0.07,99.93,Unhealthy
144,2026-01-09 10:12:19.300,0.09,99.91,Unhealthy
145,2026-01-09 10:12:19.346,0.07,99.93,Unhealthy
146,2026-01-09 10:12:19.391,0.08,99.92,Unhealthy
147,2026-01-09 10:12:19.432,0.08,99.92,Unhealthy
148,2026-01-09 10:12:19.470,0.07,99.93,Unhealthy
149,2026-01-09 10:12:19.510,0.07,99.93,Unhealthy
150,2026-01-09 10:12:19.560,0.07,99.93,Unhealthy
151,2026-01-09 10:12:19.605,0.07,99.93,Unhealthy
152,2026-01-09 10:12:19.652,0.08,99.92,Unhealthy
153,2026-01-09 10:12:19.690,0.09,99.91,Unhealthy
154,2026-01-09 10:12:19.732,0.09,99.91,Unhealthy
155,2026-01-09 10:12:19.769,0.07,99.93,Unhealthy
156,2026-01-09 10:12:19.814,0.08,99.92,Unhealthy
157,2026-01-09 10:12:19.852,0.07,99.93,Unhealthy
158,2026-01-09 10:12:19.894,0.08,99.92,Unhealthy
159,2026-01-09 10:12:19.931,0.07,99.93,Unhealthy
160,2026-01-09 10:12:19.978,0.08,99.92,Unhealthy
161,2026-01-09 10:12:20.019,0.08,99.92,Unhealthy
162,2026-01-09 10:12:20.055,0.08,99.92,Unhealthy
163,2026-01-09 10:12:20.097,0.06,99.94,Unhealthy
164,2026-01-09 10:12:20.134,0.07,99.93,Unhealthy
165,2026-01-09 10:12:20.180,0.06,99.94,Unhealthy
166,2026-01-09 10:12:20.227,0.08,99.92,Unhealthy
167,2026-01-09 10:12:20.265,0.06,99.94,Unhealthy
168,2026-01-09 10:12:20.310,0.07,99.93,Unhealthy
169,2026-01-09 10:12:20.356,0.06,99.94,Unhealthy
170,2026-01-09 10:12:20.398,0.07,99.93,Unhealthy
171,2026-01-09 10:12:20.436,0.06,99.94,Unhealthy
172,2026-01-09 10:12:20.479,0.07,99.93,Unhealthy
173,2026-01-09 10:12:20.526,0.07,99.93,Unhealthy
174,2026-01-09 10:12:20.570,0.08,99.92,Unhealthy
175,2026-01-09 10:12:20.611,0.08,99.92,Unhealthy
176,2026-01-09 10:12:20.658,0.08,99.92,Unhealthy
177,2026-01-09 10:12:20.694,0.08,99.92,Unhealthy
178,2026-01-09 10:12:20.732,0.09,99.91,Unhealthy
179,2026-01-09 10:12:20.774,0.10,99.90,Unhealthy
180,2026-01-09 10:12:20.820,0.09,99.91,Unhealthy
181,2026-01-09 10:12:20.861,0.09,99.91,Unhealthy
182,2026-01-09 10:12:20.901,0.08,99.92,Unhealthy
183,2026-01-09 10:12:20.937,0.10,99.90,Unhealthy
184,2026-01-09 10:12:20.984,0.10,99.90,Unhealthy
185,2026-01-09 10:12:21.033,0.09,99.91,Unhealthy
186,2026-01-09 10:12:21.078,0.10,99.90,Unhealthy
187,2026-01-09 10:12:21.126,0.10,99.90,Unhealthy
188,2026-01-09 10:12:21.163,0.09,99.91,Unhealthy
189,2026-01-09 10:12:21.200,0.08,99.92,Unhealthy
190,2026-01-09 10:12:21.243,0.07,99.93,Unhealthy
191,2026-01-09 10:12:21.282,0.05,99.95,Unhealthy
192,2026-01-09 10:12:21.330,0.06,99.94,Unhealthy
193,2026-01-09 10:12:21.377,0.06,99.94,Unhealthy
194,2026-01-09 10:12:21.424,0.05,99.95,Unhealthy
195,2026-01-09 10:12:21.462,0.05,99.95,Unhealthy
196,2026-01-09 10:12:21.507,0.06,99.94,Unhealthy
197,2026-01-09 10:12:21.554,0.05,99.95,Unhealthy
198,2026-01-09 10:12:21.598,0.04,99.96,Unhealthy
199,2026-01-09 10:12:21.646,0.05,99.95,Unhealthy
200,2026-01-09 10:12:21.690,0.05,99.95,Unhealthy
201,2026-01-09 10:12:21.731,0.07,99.93,Unhealthy
202,2026-01-09 10:12:21.776,0.15,99.85,Unhealthy
203,2026-01-09 10:12:21.825,0.33,99.67,Unhealthy
204,2026-01-09 10:12:21.867,0.40,99.60,Unhealthy
205,2026-01-09 10:12:21.905,0.40,99.60,Unhealthy
206,2026-01-09 10:12:21.942,0.39,99.61,Unhealthy
207,2026-01-09 10:12:21.983,0.39,99.61,Unhealthy
208,2026-01-09 10:12:22.030,0.40,99.60,Unhealthy
209,2026-01-09 10:12:22.077,0.41,99.59,Unhealthy
210,2026-01-09 10:12:22.119,0.47,99.53,Unhealthy
211,2026-01-09 10:12:22.157,0.45,99.55,Unhealthy
212,2026-01-09 10:12:22.200,0.42,99.58,Unhealthy
213,2026-01-09 10:12:22.244,0.43,99.57,Unhealthy
214,2026-01-09 10:12:22.286,0.40,99.60,Unhealthy
215,2026-01-09 10:12:22.336,0.30,99.70,Unhealthy
216,2026-01-09 10:12:22.381,0.34,99.66,Unhealthy
217,2026-01-09 10:12:22.428,0.34,99.66,Unhealthy
218,2026-01-09 10:12:22.473,0.30,99.70,Unhealthy
219,2026-01-09 10:12:22.512,0.27,99.73,Unhealthy
220,2026-01-09 10:12:22.550,0.25,99.75,Unhealthy
221,2026-01-09 10:12:22.595,0.24,99.76,Unhealthy
222,2026-01-09 10:12:22.634,0.17,99.83,Unhealthy
223,2026-01-09 10:12:22.674,0.13,99.87,Unhealthy
224,2026-01-09 10:12:22.712,0.13,99.87,Unhealthy
225,2026-01-09 10:12:22.752,0.13,99.87,Unhealthy
226,2026-01-09 10:12:22.798,0.13,99.87,Unhealthy
227,2026-01-09 10:12:22.835,0.14,99.86,Unhealthy
228,2026-01-09 10:12:22.885,0.13,99.87,Unhealthy
229,2026-01-09 10:12:22.924,0.12,99.88,Unhealthy
230,2026-01-09 10:12:22.970,0.13,99.87,Unhealthy
231,2026-01-09 10:12:23.010,0.12,99.88,Unhealthy
232,2026-01-09 10:12:23.046,0.12,99.88,Unhealthy
233,2026-01-09 10:12:23.088,0.11,99.89,Unhealthy
234,2026-01-09 10:12:23.130,0.12,99.88,Unhealthy
235,2026-01-09 10:12:23.168,0.12,99.88,Unhealthy
236,2026-01-09 10:12:23.213,0.11,99.89,Unhealthy
237,2026-01-09 10:12:23.259,0.11,99.89,Unhealthy
238,2026-01-09 10:12:23.299,0.11,99.89,Unhealthy
239,2026-01-09 10:12:23.346,0.11,99.89,Unhealthy
240,2026-01-09 10:12:23.389,0.13,99.87,Unhealthy
241,2026-01-09 10:12:23.437,0.10,99.90,Unhealthy
242,2026-01-09 10:12:23.475,0.09,99.91,Unhealthy
243,2026-01-09 10:12:23.523,0.12,99.88,Unhealthy
244,2026-01-09 10:12:23.561,0.12,99.88,Unhealthy
245,2026-01-09 10:12:23.612,0.07,99.93,Unhealthy
246,2026-01-09 10:12:23.658,0.07,99.93,Unhealthy
247,2026-01-09 10:12:23.700,0.06,99.94,Unhealthy
248,2026-01-09 10:12:23.747,0.07,99.93,Unhealthy
249,2026-01-09 10:12:23.786,0.07,99.93,Unhealthy
250,2026-01-09 10:12:23.832,0.13,99.87,Unhealthy
251,2026-01-09 10:12:23.875,0.12,99.88,Unhealthy
252,2026-01-09 10:12:23.916,0.10,99.90,Unhealthy
253,2026-01-09 10:12:23.961,0.10,99.90,Unhealthy
254,2026-01-09 10:12:24.003,0.13,99.87,Unhealthy
255,2026-01-09 10:12:24.044,0.10,99.90,Unhealthy
256,2026-01-09 10:12:24.087,0.09,99.91,Unhealthy
257,2026-01-09 10:12:24.127,0.10,99.90,Unhealthy
258,2026-01-09 10:12:24.163,0.11,99.89,Unhealthy
259,2026-01-09 10:12:24.206,0.12,99.88,Unhealthy
260,2026-01-09 10:12:24.246,0.10,99.90,Unhealthy
261,2026-01-09 10:12:24.284,0.09,99.91,Unhealthy
262,2026-01-09 10:12:24.329,0.09,99.91,Unhealthy
263,2026-01-09 10:12:24.373,0.08,99.92,Unhealthy
264,2026-01-09 10:12:24.417,0.08,99.92,Unhealthy
265,2026-01-09 10:12:24.466,0.09,99.91,Unhealthy
266,2026-01-09 10:12:24.510,0.08,99.92,Unhealthy
267,2026-01-09 10:12:24.551,0.09,99.91,Unhealthy
268,2026-01-09 10:12:24.594,0.07,99.93,Unhealthy
269,2026-01-09 10:12:24.633,0.08,99.92,Unhealthy
270,2026-01-09 10:12:24.678,0.08,99.92,Unhealthy
271,2026-01-09 10:12:24.715,0.08,99.92,Unhealthy
272,2026-01-09 10:12:24.750,0.07,99.93,Unhealthy
273,2026-01-09 10:12:24.795,0.10,99.90,Unhealthy
274,2026-01-09 10:12:24.837,0.10,99.90,Unhealthy
275,2026-01-09 10:12:24.874,0.10,99.90,Unhealthy
276,2026-01-09 10:12:24.911,0.09,99.91,Unhealthy
277,2026-01-09 10:12:24.949,0.08,99.92,Unhealthy
278,2026-01-09 10:12:24.993,0.07,99.93,Unhealthy
279,2026-01-09 10:12:25.037,0.07,99.93,Unhealthy
280,2026-01-09 10:12:25.084,0.07,99.93,Unhealthy
281,2026-01-09 10:12:25.129,0.07,99.93,Unhealthy
282,2026-01-09 10:12:25.177,0.07,99.93,Unhealthy
283,2026-01-09 10:12:25.215,0.07,99.93,Unhealthy
284,2026-01-09 10:12:25.253,0.06,99.94,Unhealthy
285,2026-01-09 10:12:25.290,0.07,99.93,Unhealthy
286,2026-01-09 10:12:25.334,0.07,99.93,Unhealthy
287,2026-01-09 10:12:25.382,0.07,99.93,Unhealthy
288,2026-01-09 10:12:25.420,0.07,99.93,Unhealthy
289,2026-01-09 10:12:25.457,0.07,99.93,Unhealthy
290,2026-01-09 10:12:25.500,0.07,99.93,Unhealthy
291,2026-01-09 10:12:25.541,0.07,99.93,Unhealthy
292,2026-01-09 10:12:25.584,0.07,99.93,Unhealthy
293,2026-01-09 10:12:25.630,0.06,99.94,Unhealthy
294,2026-01-09 10:12:25.675,0.08,99.92,Unhealthy
295,2026-01-09 10:12:25.718,0.08,99.92,Unhealthy
296,2026-01-09 10:12:25.760,0.09,99.91,Unhealthy
297,2026-01-09 10:12:25.806,0.14,99.86,Unhealthy
298,2026-01-09 10:12:25.848,0.16,99.84,Unhealthy
299,2026-01-09 10:12:25.892,0.18,99.82,Unhealthy
300,2026-01-09 10:12:25.939,0.16,99.84,Unhealthy
301,2026-01-09 10:12:25.981,0.16,99.84,Unhealthy
302,2026-01-09 10:12:26.024,0.15,99.85,Unhealthy
303,2026-01-09 10:12:26.063,0.15,99.85,Unhealthy
304,2026-01-09 10:12:26.104,0.16,99.84,Unhealthy
305,2026-01-09 10:12:26.145,0.18,99.82,Unhealthy
306,2026-01-09 10:12:26.188,0.15,99.85,Unhealthy
307,2026-01-09 10:12:26.227,0.10,99.90,Unhealthy
308,2026-01-09 10:12:26.267,0.17,99.83,Unhealthy
309,2026-01-09 10:12:26.311,0.17,99.83,Unhealthy
310,2026-01-09 10:12:26.351,0.14,99.86,Unhealthy
311,2026-01-09 10:12:26.393,0.13,99.87,Unhealthy
312,2026-01-09 10:12:26.432,0.15,99.85,Unhealthy
313,2026-01-09 10:12:26.474,0.11,99.89,Unhealthy
314,2026-01-09 10:12:26.520,0.11,99.89,Unhealthy
315,2026-01-09 10:12:26.564,0.11,99.89,Unhealthy
316,2026-01-09 10:12:26.604,0.08,99.92,Unhealthy
317,2026-01-09 10:12:26.647,0.06,99.94,Unhealthy
318,2026-01-09 10:12:26.693,0.06,99.94,Unhealthy
319,2026-01-09 10:12:26.736,0.06,99.94,Unhealthy
320,2026-01-09 10:12:26.779,0.08,99.92,Unhealthy
321,2026-01-09 10:12:26.827,0.07,99.93,Unhealthy
322,2026-01-09 10:12:26.876,0.08,99.92,Unhealthy
323,2026-01-09 10:12:26.913,0.06,99.94,Unhealthy
324,2026-01-09 10:12:26.953,0.07,99.93,Unhealthy
325,2026-01-09 10:12:27.002,0.07,99.93,Unhealthy
326,2026-01-09 10:12:27.041,0.09,99.91,Unhealthy
327,2026-01-09 10:12:27.085,0.08,99.92,Unhealthy
328,2026-01-09 10:12:27.124,0.09,99.91,Unhealthy
329,2026-01-09 10:12:27.169,0.10,99.90,Unhealthy
330,2026-01-09 10:12:27.211,0.07,99.93,Unhealthy
331,2026-01-09 10:12:27.247,0.09,99.91,Unhealthy
332,2026-01-09 10:12:27.290,0.08,99.92,Unhealthy
333,2026-01-09 10:12:27.335,0.08,99.92,Unhealthy
334,2026-01-09 10:12:27.379,0.10,99.90,Unhealthy
335,2026-01-09 10:12:27.416,0.09,99.91,Unhealthy
336,2026-01-09 10:12:27.453,0.07,99.93,Unhealthy
337,2026-01-09 10:12:27.500,0.08,99.92,Unhealthy
338,2026-01-09 10:12:27.540,0.08,99.92,Unhealthy
339,2026-01-09 10:12:27.583,0.08,99.92,Unhealthy
340,2026-01-09 10:12:27.629,0.09,99.91,Unhealthy
341,2026-01-09 10:12:27.663,0.09,99.91,Unhealthy
342,2026-01-09 10:12:27.709,0.08,99.92,Unhealthy
343,2026-01-09 10:12:27.747,0.07,99.93,Unhealthy
344,2026-01-09 10:12:27.787,0.07,99.93,Unhealthy
345,2026-01-09 10:12:27.829,0.08,99.92,Unhealthy
346,2026-01-09 10:12:27.874,0.08,99.92,Unhealthy
347,2026-01-09 10:12:27.917,0.07,99.93,Unhealthy
348,2026-01-09 10:12:27.962,0.07,99.93,Unhealthy
349,2026-01-09 10:12:28.001,0.07,99.93,Unhealthy
350,2026-01-09 10:12:28.047,0.08,99.92,Unhealthy
351,2026-01-09 10:12:28.086,0.07,99.93,Unhealthy
352,2026-01-09 10:12:28.122,0.08,99.92,Unhealthy
353,2026-01-09 10:12:28.166,0.08,99.92,Unhealthy
354,2026-01-09 10:12:28.213,0.06,99.94,Unhealthy
355,2026-01-09 10:12:28.250,0.06,99.94,Unhealthy
356,2026-01-09 10:12:28.289,0.07,99.93,Unhealthy
357,2026-01-09 10:12:28.334,0.06,99.94,Unhealthy
358,2026-01-09 10:12:28.371,0.06,99.94,Unhealthy
359,2026-01-09 10:12:28.410,0.08,99.92,Unhealthy
360,2026-01-09 10:12:28.460,0.09,99.91,Unhealthy
361,2026-01-09 10:12:28.501,0.07,99.93,Unhealthy
362,2026-01-09 10:12:28.543,0.07,99.93,Unhealthy
363,2026-01-09 10:12:28.589,0.08,99.92,Unhealthy
364,2026-01-09 10:12:28.635,0.06,99.94,Unhealthy
365,2026-01-09 10:12:28.681,0.07,99.93,Unhealthy
366,2026-01-09 10:12:28.726,0.08,99.92,Unhealthy
367,2026-01-09 10:12:28.763,0.07,99.93,Unhealthy
368,2026-01-09 10:12:28.805,0.06,99.94,Unhealthy
369,2026-01-09 10:12:28.847,0.07,99.93,Unhealthy
370,2026-01-09 10:12:28.888,0.08,99.92,Unhealthy
371,2026-01-09 10:12:28.925,0.07,99.93,Unhealthy
372,2026-01-09 10:12:28.967,0.08,99.92,Unhealthy
373,2026-01-09 10:12:29.009,0.07,99.93,Unhealthy
374,2026-01-09 10:12:29.053,0.07,99.93,Unhealthy
375,2026-01-09 10:12:29.096,0.08,99.92,Unhealthy
376,2026-01-09 10:12:29.142,0.07,99.93,Unhealthy
377,2026-01-09 10:12:29.184,0.08,99.92,Unhealthy
378,2026-01-09 10:12:29.229,0.07,99.93,Unhealthy
379,2026-01-09 10:12:29.275,0.07,99.93,Unhealthy
380,2026-01-09 10:12:29.325,0.07,99.93,Unhealthy
381,2026-01-09 10:12:29.367,0.08,99.92,Unhealthy
382,2026-01-09 10:12:29.404,0.07,99.93,Unhealthy
383,2026-01-09 10:12:29.439,0.08,99.92,Unhealthy
384,2026-01-09 10:12:29.487,0.08,99.92,Unhealthy
385,2026-01-09 10:12:29.537,0.08,99.92,Unhealthy
386,2026-01-09 10:12:29.586,0.08,99.92,Unhealthy
387,2026-01-09 10:12:29.632,0.08,99.92,Unhealthy
388,2026-01-09 10:12:29.668,0.08,99.92,Unhealthy
389,2026-01-09 10:12:29.710,0.08,99.92,Unhealthy
390,2026-01-09 10:12:29.759,0.06,99.94,Unhealthy
391,2026-01-09 10:12:29.802,0.07,99.93,Unhealthy
392,2026-01-09 10:12:29.844,0.07,99.93,Unhealthy
393,2026-01-09 10:12:29.880,0.08,99.92,Unhealthy
394,2026-01-09 10:12:29.921,0.07,99.93,Unhealthy
395,2026-01-09 10:12:29.959,0.08,99.92,Unhealthy
396,2026-01-09 10:12:30.000,0.08,99.92,Unhealthy
397,2026-01-09 10:12:30.040,0.09,99.91,Unhealthy
398,2026-01-09 10:12:30.088,0.09,99.91,Unhealthy
399,2026-01-09 10:12:30.132,0.08,99.92,Unhealthy
400,2026-01-09 10:12:30.168,0.08,99.92,Unhealthy
401,2026-01-09 10:12:30.214,0.08,99.92,Unhealthy
402,2026-01-09 10:12:30.269,0.08,99.92,Unhealthy
403,2026-01-09 10:12:30.320,0.07,99.93,Unhealthy
404,2026-01-09 10:12:30.361,0.07,99.93,Unhealthy
405,2026-01-09 10:12:30.409,0.07,99.93,Unhealthy
406,2026-01-09 10:12:30.453,0.08,99.92,Unhealthy
407,2026-01-09 10:12:30.490,0.07,99.93,Unhealthy
408,2026-01-09 10:12:30.527,0.07,99.93,Unhealthy
409,2026-01-09 10:12:30.569,0.07,99.93,Unhealthy
410,2026-01-09 10:12:30.607,0.08,99.92,Unhealthy
411,2026-01-09 10:12:30.653,0.08,99.92,Unhealthy
412,2026-01-09 10:12:30.703,0.09,99.91,Unhealthy
413,2026-01-09 10:12:30.739,0.08,99.92,Unhealthy
414,2026-01-09 10:12:30.775,0.10,99.90,Unhealthy
415,2026-01-09 10:12:30.811,0.10,99.90,Unhealthy
416,2026-01-09 10:12:30.852,0.09,99.91,Unhealthy
417,2026-01-09 10:12:30.897,0.09,99.91,Unhealthy
418,2026-01-09 10:12:30.943,0.09,99.91,Unhealthy
419,2026-01-09 10:12:30.989,0.08,99.92,Unhealthy
420,2026-01-09 10:12:31.033,0.09,99.91,Unhealthy
421,2026-01-09 10:12:31.069,0.11,99.89,Unhealthy
422,2026-01-09 10:12:31.110,0.10,99.90,Unhealthy
423,2026-01-09 10:12:31.145,0.10,99.90,Unhealthy
424,2026-01-09 10:12:31.181,0.09,99.91,Unhealthy
425,2026-01-09 10:12:31.218,0.08,99.92,Unhealthy
426,2026-01-09 10:12:31.254,0.08,99.92,Unhealthy
427,2026-01-09 10:12:31.291,0.08,99.92,Unhealthy
428,2026-01-09 10:12:31.340,0.07,99.93,Unhealthy
429,2026-01-09 10:12:31.379,0.08,99.92,Unhealthy
430,2026-01-09 10:12:31.427,0.08,99.92,Unhealthy
431,2026-01-09 10:12:31.464,0.08,99.92,Unhealthy
432,2026-01-09 10:12:31.510,0.09,99.91,Unhealthy
433,2026-01-09 10:12:31.546,0.09,99.91,Unhealthy
434,2026-01-09 10:12:31.591,0.08,99.92,Unhealthy
