frame_number,timestamp,health_index,unhealthy_ratio_percent,health_status
46,2026-01-09 10:02:36.041,0.18,99.82,Unhealthy
47,2026-01-09 10:02:36.057,0.18,99.82,Unhealthy
48,2026-01-09 10:02:36.075,0.18,99.82,Unhealthy
49,2026-01-09 10:02:36.092,0.18,99.82,Unhealthy
50,2026-01-09 10:02:36.109,0.18,99.82,Unhealthy
51,2026-01-09 10:02:36.126,0.18,99.82,Unhealthy
52,2026-01-09 10:02:36.143,0.18,99.82,Unhealthy
53,2026-01-09 10:02:36.160,0.18,99.82,Unhealthy
54,2026-01-09 10:02:36.177,0.18,99.82,Unhealthy
55,2026-01-09 10:02:36.195,0.18,99.82,Unhealthy
56,2026-01-09 10:02:36.212,0.18,99.82,Unhealthy
57,2026-01-09 10:02:36.229,0.18,99.82,Unhealthy
58,2026-01-09 10:02:36.246,0.18,99.82,Unhealthy
59,2026-01-09 10:02:36.262,0.18,99.82,Unhealthy
60,2026-01-09 10:02:36.282,0.19,99.81,Unhealthy
61,2026-01-09 10:02:36.297,0.18,99.82,Unhealthy
62,2026-01-09 10:02:36.314,0.18,99.82,Unhealthy
63,2026-01-09 10:02:36.330,0.18,99.82,Unhealthy
64,2026-01-09 10:02:36.347,0.18,99.82,Unhealthy
65,2026-01-09 10:02:36.362,0.18,99.82,Unhealthy
66,2026-01-09 10:02:36.380,0.18,99.82,Unhealthy
67,2026-01-09 10:02:36.398,0.18,99.82,Unhealthy
68,2026-01-09 10:02:36.415,0.18,99.82,Unhealthy
69,2026-01-09 10:02:36.431,0.18,99.82,Unhealthy
70,2026-01-09 10:02:36.448,0.19,99.81,Unhealthy
71,2026-01-09 10:02:36.464,0.18,99.82,Unhealthy
72,2026-01-09 10:02:36.481,0.18,99.82,Unhealthy
73,2026-01-09 10:02:36.497,0.17,99.83,Unhealthy
74,2026-01-09 10:02:36.515,0.18,99.82,Unhealthy
75,2026-01-09 10:02:36.532,0.18,99.82,Unhealthy
76,2026-01-09 10:02:36.549,0.18,99.82,Unhealthy
77,2026-01-09 10:02:36.567,0.18,99.82,Unhealthy
78,2026-01-09 10:02:36.586,0.17,99.83,Unhealthy
79,2026-01-09 10:02:36.604,0.18,99.82,Unhealthy
80,2026-01-09 10:02:36.621,0.17,99.83,Unhealthy
81,2026-01-09 10:02:36.638,0.17,99.83,Unhealthy
82,2026-01-09 10:02:36.655,0.17,99.83,Unhealthy
83,2026-01-09 10:02:36.672,0.18,99.82,Unhealthy
84,2026-01-09 10:02:36.691,0.17,99.83,Unhealthy
85,2026-01-09 10:02:36.710,0.17,99.83,Unhealthy
86,2026-01-09 10:02:36.729,0.17,99.83,Unhealthy
87,2026-01-09 10:02:36.746,0.17,99.83,Unhealthy
88,2026-01-09 10:02:36.765,0.17,99.83,Unhealthy
89,2026-01-09 10:02:36.782,0.17,99.83,Unhealthy
90,2026-01-09 10:02:36.805,0.19,99.81,Unhealthy
91,2026-01-09 10:02:36.825,0.19,99.81,Unhealthy
92,2026-01-09 10:02:36.845,0.19,99.81,Unhealthy
93,2026-01-09 10:02:36.863,0.19,99.81,Unhealthy
94,2026-01-09 10:02:36.881,0.19,99.81,Unhealthy
95,2026-01-09 10:02:36.899,0.19,99.81,Unhealthy
96,2026-01-09 10:02:36.920,0.19,99.81,Unhealthy
97,2026-01-09 10:02:36.940,0.19,99.81,Unhealthy
98,2026-01-09 10:02:36.958,0.18,99.82,Unhealthy
99,2026-01-09 10:02:36.974,0.18,99.82,Unhealthy
100,2026-01-09 10:02:36.991,0.18,99.82,Unhealthy
101,2026-01-09 10:02:37.009,0.19,99.81,Unhealthy
102,2026-01-09 10:02:37.029,0.19,99.81,Unhealthy
103,2026-01-09 10:02:37.046,0.19,99.81,Unhealthy
104,2026-01-09 10:02:37.063,0.18,99.82,Unhealthy
105,2026-01-09 10:02:37.079,0.18,99.82,Unhealthy
106,2026-01-09 10:02:37.096,0.18,99.82,Unhealthy
107,2026-01-09 10:02:37.113,0.18,99.82,Unhealthy
108,2026-01-09 10:02:37.132,0.18,99.82,Unhealthy
109,2026-01-09 10:02:37.151,0.18,99.82,Unhealthy
110,2026-01-09 10:02:37.172,0.18,99.82,Unhealthy
111,2026-01-09 10:02:37.190,0.18,99.82,Unhealthy
112,2026-01-09 10:02:37.207,0.18,99.82,Unhealthy
113,2026-01-09 10:02:37.224,0.18,99.82,Unhealthy
114,2026-01-09 10:02:37.243,0.18,99.82,Unhealthy
115,2026-01-09 10:02:37.271,0.18,99.82,Unhealthy
116,2026-01-09 10:02:37.292,0.18,99.82,Unhealthy
117,2026-01-09 10:02:37.311,0.18,99.82,Unhealthy
118,2026-01-09 10:02:37.329,0.18,99.82,Unhealthy
119,2026-01-09 10:02:37.361,0.18,99.82,Unhealthy
120,2026-01-09 10:02:37.445,0.18,99.82,Unhealthy
121,2026-01-09 10:02:37.462,0.18,99.82,Unhealthy
122,2026-01-09 10:02:37.485,0.18,99.82,Unhealthy
123,2026-01-09 10:02:37.528,0.18,99.82,Unhealthy
124,2026-01-09 10:02:37.576,0.18,99.82,Unhealthy
125,2026-01-09 10:02:37.615,0.18,99.82,Unhealthy
126,2026-01-09 10:02:37.663,0.18,99.82,Unhealthy
127,2026-01-09 10:02:37.695,0.18,99.82,Unhealthy
128,2026-01-09 10:02:37.727,0.18,99.82,Unhealthy
129,2026-01-09 10:02:37.793,0.18,99.82,Unhealthy
130,2026-01-09 10:02:37.823,0.17,99.83,Unhealthy
131,2026-01-09 10:02:37.880,0.17,99.83,Unhealthy
132,2026-01-09 10:02:37.912,0.17,99.83,Unhealthy
133,2026-01-09 10:02:37.945,0.18,99.82,Unhealthy
134,2026-01-09 10:02:37.987,0.18,99.82,Unhealthy
135,2026-01-09 10:02:38.026,0.18,99.82,Unhealthy
136,2026-01-09 10:02:38.074,0.17,99.83,Unhealthy
137,2026-01-09 10:02:38.114,0.17,99.83,Unhealthy
138,2026-01-09 10:02:38.152,0.17,99.83,Unhealthy
139,2026-01-09 10:02:38.209,0.17,99.83,Unhealthy
140,2026-01-09 10:02:38.243,0.17,99.83,Unhealthy
141,2026-01-09 10:02:38.306,0.17,99.83,Unhealthy
142,2026-01-09 10:02:38.324,0.17,99.83,Unhealthy
143,2026-01-09 10:02:38.358,0.18,99.82,Unhealthy
144,2026-01-09 10:02:38.401,0.18,99.82,Unhealthy
145,2026-01-09 10:02:38.441,0.18,99.82,Unhealthy
146,2026-01-09 10:02:38.495,0.18,99.82,Unhealthy
147,2026-01-09 10:02:38.524,0.18,99.82,Unhealthy
148,2026-01-09 10:02:38.567,0.18,99.82,Unhealthy
149,2026-01-09 10:02:38.606,0.18,99.82,Unhealthy
150,2026-01-09 10:02:38.695,0.19,99.81,Unhealthy
151,2026-01-09 10:02:38.710,0.19,99.81,Unhealthy
152,2026-01-09 10:02:38.739,0.19,99.81,Unhealthy
153,2026-01-09 10:02:38.785,0.18,99.82,Unhealthy
154,2026-01-09 10:02:38.816,0.18,99.82,Unhealthy
155,2026-01-09 10:02:38.859,0.18,99.82,Unhealthy
156,2026-01-09 10:02:38.915,0.18,99.82,Unhealthy
157,2026-01-09 10:02:38.950,0.18,99.82,Unhealthy
158,2026-01-09 10:02:38.988,0.18,99.82,Unhealthy
159,2026-01-09 10:02:39.021,0.18,99.82,Unhealthy
160,2026-01-09 10:02:39.067,0.18,99.82,Unhealthy
161,2026-01-09 10:02:39.126,0.18,99.82,Unhealthy
162,2026-01-09 10:02:39.157,0.18,99.82,Unhealthy
163,2026-01-09 10:02:39.194,0.18,99.82,Unhealthy
164,2026-01-09 10:02:39.244,0.18,99.82,Unhealthy
165,2026-01-09 10:02:39.286,0.18,99.82,Unhealthy
166,2026-01-09 10:02:39.308,0.18,99.82,Unhealthy
167,2026-01-09 10:02:39.360,0.18,99.82,Unhealthy
168,2026-01-09 10:02:39.430,0.19,99.81,Unhealthy
169,2026-01-09 10:02:39.447,0.19,99.81,Unhealthy
170,2026-01-09 10:02:39.485,0.19,99.81,Unhealthy
171,2026-01-09 10:02:39.513,0.18,99.82,Unhealthy
172,2026-01-09 10:02:39.566,0.18,99.82,Unhealthy
173,2026-01-09 10:02:39.599,0.18,99.82,Unhealthy
174,2026-01-09 10:02:39.661,0.18,99.82,Unhealthy
175,2026-01-09 10:02:39.692,0.19,99.81,Unhealthy
176,2026-01-09 10:02:39.829,0.19,99.81,Unhealthy
177,2026-01-09 10:02:39.845,0.19,99.81,Unhealthy
178,2026-01-09 10:02:39.860,0.19,99.81,Unhealthy
179,2026-01-09 10:02:39.882,0.18,99.82,Unhealthy
180,2026-01-09 10:02:39.994,0.18,99.82,Unhealthy
181,2026-01-09 10:02:40.009,0.18,99.82,Unhealthy
182,2026-01-09 10:02:40.027,0.18,99.82,Unhealthy
183,2026-01-09 10:02:40.085,0.18,99.82,Unhealthy
184,2026-01-09 10:02:40.149,0.18,99.82,Unhealthy
185,2026-01-09 10:02:40.167,0.18,99.82,Unhealthy
186,2026-01-09 10:02:40.206,0.18,99.82,Unhealthy
187,2026-01-09 10:02:40.223,0.18,99.82,Unhealthy
188,2026-01-09 10:02:40.334,0.18,99.82,Unhealthy
189,2026-01-09 10:02:40.351,0.18,99.82,Unhealthy
190,2026-01-09 10:02:40.368,0.17,99.83,Unhealthy
191,2026-01-09 10:02:40.387,0.17,99.83,Unhealthy
192,2026-01-09 10:02:40.417,0.17,99.83,Unhealthy
193,2026-01-09 10:02:40.451,0.18,99.82,Unhealthy
194,2026-01-09 10:02:40.507,0.18,99.82,Unhealthy
195,2026-01-09 10:02:40.539,0.18,99.82,Unhealthy
196,2026-01-09 10:02:40.567,0.18,99.82,Unhealthy
197,2026-01-09 10:02:40.624,0.17,99.83,Unhealthy
198,2026-01-09 10:02:40.664,0.17,99.83,Unhealthy
199,2026-01-09 10:02:40.703,0.17,99.83,Unhealthy
200,2026-01-09 10:02:40.747,0.18,99.82,Unhealthy
201,2026-01-09 10:02:40.792,0.20,99.80,Unhealthy
202,2026-01-09 10:02:40.838,0.20,99.80,Unhealthy
203,2026-01-09 10:02:40.876,0.19,99.81,Unhealthy
204,2026-01-09 10:02:40.901,0.19,99.81,Unhealthy
205,2026-01-09 10:02:40.967,0.19,99.81,Unhealthy
206,2026-01-09 10:02:40.990,0.18,99.82,Unhealthy
207,2026-01-09 10:02:41.039,0.18,99.82,Unhealthy
208,2026-01-09 10:02:41.087,0.18,99.82,Unhealthy
209,2026-01-09 10:02:41.136,0.18,99.82,Unhealthy
210,2026-01-09 10:02:41.172,0.18,99.82,Unhealthy
211,2026-01-09 10:02:41.218,0.18,99.82,Unhealthy
212,2026-01-09 10:02:41.258,0.17,99.83,Unhealthy
213,2026-01-09 10:02:41.278,0.17,99.83,Unhealthy
214,2026-01-09 10:02:41.355,0.16,99.84,Unhealthy
215,2026-01-09 10:02:41.378,0.18,99.82,Unhealthy
216,2026-01-09 10:02:41.424,0.17,99.83,Unhealthy
217,2026-01-09 10:02:41.449,0.17,99.83,Unhealthy
218,2026-01-09 10:02:41.507,0.18,99.82,Unhealthy
219,2026-01-09 10:02:41.558,0.18,99.82,Unhealthy
220,2026-01-09 10:02:41.592,0.20,99.80,Unhealthy
221,2026-01-09 10:02:41.635,0.20,99.80,Unhealthy
222,2026-01-09 10:02:41.677,0.22,99.78,Unhealthy
223,2026-01-09 10:02:41.725,0.22,99.78,Unhealthy
224,2026-01-09 10:02:41.761,0.22,99.78,Unhealthy
225,2026-01-09 10:02:41.802,0.24,99.76,Unhealthy
226,2026-01-09 10:02:41.840,0.24,99.76,Unhealthy
227,2026-01-09 10:02:41.880,0.25,99.75,Unhealthy
228,2026-01-09 10:02:41.937,0.24,99.76,Unhealthy
229,2026-01-09 10:02:41.963,0.28,99.72,Unhealthy
230,2026-01-09 10:02:42.019,0.28,99.72,Unhealthy
231,2026-01-09 10:02:42.044,0.28,99.72,Unhealthy
232,2026-01-09 10:02:42.103,0.28,99.72,Unhealthy
233,2026-01-09 10:02:42.137,0.28,99.72,Unhealthy
234,2026-01-09 10:02:42.169,0.29,99.71,Unhealthy
235,2026-01-09 10:02:42.235,0.29,99.71,Unhealthy
236,2026-01-09 10:02:42.261,0.29,99.71,Unhealthy
237,2026-01-09 10:02:42.315,0.30,99.70,Unhealthy
238,2026-01-09 10:02:42.362,0.30,99.70,Unhealthy
239,2026-01-09 10:02:42.385,0.30,99.70,Unhealthy
240,2026-01-09 10:02:42.426,0.30,99.70,Unhealthy
241,2026-01-09 10:02:42.443,0.30,99.70,Unhealthy
242,2026-01-09 10:02:42.520,0.29,99.71,Unhealthy
243,2026-01-09 10:02:42.560,0.29,99.71,Unhealthy
244,2026-01-09 10:02:42.579,0.29,99.71,Unhealthy
245,2026-01-09 10:02:42.643,0.29,99.71,Unhealthy
246,2026-01-09 10:02:42.672,0.29,99.71,Unhealthy
247,2026-01-09 10:02:42.718,0.30,99.70,Unhealthy
248,2026-01-09 10:02:42.755,0.30,99.70,Unhealthy
249,2026-01-09 10:02:42.822,0.30,99.70,Unhealthy
250,2026-01-09 10:02:42.859,0.30,99.70,Unhealthy
251,2026-01-09 10:02:42.877,0.30,99.70,Unhealthy
252,2026-01-09 10:02:42.938,0.31,99.69,Unhealthy
253,2026-01-09 10:02:42.973,0.31,99.69,Unhealthy
254,2026-01-09 10:02:43.007,0.32,99.68,Unhealthy
255,2026-01-09 10:02:43.063,0.30,99.70,Unhealthy
256,2026-01-09 10:02:43.094,0.30,99.70,Unhealthy
257,2026-01-09 10:02:43.148,0.31,99.69,Unhealthy
258,2026-01-09 10:02:43.181,0.31,99.69,Unhealthy
259,2026-01-09 10:02:43.220,0.33,99.67,Unhealthy
260,2026-01-09 10:02:43.252,0.33,99.67,Unhealthy
261,2026-01-09 10:02:43.274,0.34,99.66,Unhealthy
262,2026-01-09 10:02:43.365,0.34,99.66,Unhealthy
263,2026-01-09 10:02:43.394,0.35,99.65,Unhealthy
264,2026-01-09 10:02:43.415,0.38,99.62,Unhealthy
265,2026-01-09 10:02:43.449,0.38,99.62,Unhealthy
266,2026-01-09 10:02:43.526,0.37,99.63,Unhealthy
267,2026-01-09 10:02:43.546,0.38,99.62,Unhealthy
268,2026-01-09 10:02:43.586,0.37,99.63,Unhealthy
269,2026-01-09 10:02:43.650,0.38,99.62,Unhealthy
270,2026-01-09 10:02:43.688,0.36,99.64,Unhealthy
271,2026-01-09 10:02:43.706,0.36,99.64,Unhealthy
272,2026-01-09 10:02:43.822,0.34,99.66,Unhealthy
273,2026-01-09 10:02:43.844,0.34,99.66,Unhealthy
274,2026-01-09 10:02:43.874,0.33,99.67,Unhealthy
275,2026-01-09 10:02:43.927,0.33,99.67,Unhealthy
276,2026-01-09 10:02:43.993,0.32,99.68,Unhealthy
277,2026-01-09 10:02:44.012,0.32,99.68,Unhealthy
278,2026-01-09 10:02:44.109,0.31,99.69,Unhealthy
279,2026-01-09 10:02:44.131,0.31,99.69,Unhealthy
280,2026-01-09 10:02:44.152,0.31,99.69,Unhealthy
281,2026-01-09 10:02:44.172,0.32,99.68,Unhealthy
282,2026-01-09 10:02:44.190,0.31,99.69,Unhealthy
283,2026-01-09 10:02:44.207,0.31,99.69,Unhealthy
284,2026-01-09 10:02:44.272,0.30,99.70,Unhealthy
285,2026-01-09 10:02:44.312,0.31,99.69,Unhealthy
286,2026-01-09 10:02:44.335,0.31,99.69,Unhealthy
287,2026-01-09 10:02:44.373,0.31,99.69,Unhealthy
288,2026-01-09 10:02:44.418,0.32,99.68,Unhealthy
289,2026-01-09 10:02:44.486,0.32,99.68,Unhealthy
290,2026-01-09 10:02:44.527,0.33,99.67,Unhealthy
291,2026-01-09 10:02:44.568,0.33,99.67,Unhealthy
292,2026-01-09 10:02:44.608,0.33,99.67,Unhealthy
293,2026-01-09 10:02:44.633,0.33,99.67,Unhealthy
294,2026-01-09 10:02:44.692,0.34,99.66,Unhealthy
295,2026-01-09 10:02:44.737,0.36,99.64,Unhealthy
296,2026-01-09 10:02:44.774,0.35,99.65,Unhealthy
297,2026-01-09 10:02:44.816,0.35,99.65,Unhealthy
298,2026-01-09 10:02:44.854,0.36,99.64,Unhealthy
299,2026-01-09 10:02:44.901,0.37,99.63,Unhealthy
300,2026-01-09 10:02:44.949,0.34,99.66,Unhealthy
301,2026-01-09 10:02:44.968,0.36,99.64,Unhealthy
302,2026-01-09 10:02:44.987,0.38,99.62,Unhealthy
303,2026-01-09 10:02:45.070,0.37,99.63,Unhealthy
304,2026-01-09 10:02:45.108,0.38,99.62,Unhealthy
305,2026-01-09 10:02:45.151,0.40,99.60,Unhealthy
306,2026-01-09 10:02:45.221,0.42,99.58,Unhealthy
307,2026-01-09 10:02:45.256,0.42,99.58,Unhealthy
308,2026-01-09 10:02:45.280,0.43,99.57,Unhealthy
309,2026-01-09 10:02:45.536,0.45,99.55,Unhealthy
310,2026-01-09 10:02:45.555,0.45,99.55,Unhealthy
311,2026-01-09 10:02:45.672,0.48,99.52,Unhealthy
312,2026-01-09 10:02:45.690,0.51,99.49,Unhealthy
313,2026-01-09 10:02:45.707,0.50,99.50,Unhealthy
314,2026-01-09 10:02:45.726,0.50,99.50,Unhealthy
315,2026-01-09 10:02:45.747,0.54,99.46,Unhealthy
316,2026-01-09 10:02:45.974,0.54,99.46,Unhealthy
317,2026-01-09 10:02:45.991,0.56,99.44,Unhealthy
318,2026-01-09 10:02:46.352,0.56,99.44,Unhealthy
319,2026-01-09 10:02:46.370,0.55,99.45,Unhealthy
320,2026-01-09 10:02:46.391,0.56,99.44,Unhealthy
321,2026-01-09 10:02:46.458,0.56,99.44,Unhealthy
322,2026-01-09 10:02:46.478,0.56,99.44,Unhealthy
323,2026-01-09 10:02:46.498,0.55,99.45,Unhealthy
324,2026-01-09 10:02:46.518,0.54,99.46,Unhealthy
325,2026-01-09 10:02:46.610,0.54,99.46,Unhealthy
326,2026-01-09 10:02:46.631,0.54,99.46,Unhealthy
327,2026-01-09 10:02:46.650,0.53,99.47,Unhealthy
328,2026-01-09 10:02:46.668,0.52,99.48,Unhealthy
329,2026-01-09 10:02:46.781,0.52,99.48,Unhealthy
330,2026-01-09 10:02:46.940,0.51,99.49,Unhealthy
331,2026-01-09 10:02:46.957,0.53,99.47,Unhealthy
332,2026-01-09 10:02:46.975,0.54,99.46,Unhealthy
333,2026-01-09 10:02:47.093,0.54,99.46,Unhealthy
334,2026-01-09 10:02:47.113,0.54,99.46,Unhealthy
335,2026-01-09 10:02:47.243,0.52,99.48,Unhealthy
336,2026-01-09 10:02:47.263,0.52,99.48,Unhealthy
337,2026-01-09 10:02:47.281,0.52,99.48,Unhealthy
338,2026-01-09 10:02:47.410,0.53,99.47,Unhealthy
339,2026-01-09 10:02:47.544,0.51,99.49,Unhealthy
340,2026-01-09 10:02:47.562,0.52,99.48,Unhealthy
341,2026-01-09 10:02:47.699,0.53,99.47,Unhealthy
342,2026-01-09 10:02:47.718,0.52,99.48,Unhealthy
343,2026-01-09 10:02:47.855,0.52,99.48,Unhealthy
344,2026-01-09 10:02:47.995,0.52,99.48,Unhealthy
345,2026-01-09 10:02:48.021,0.51,99.49,Unhealthy
346,2026-01-09 10:02:48.172,0.52,99.48,Unhealthy
347,2026-01-09 10:02:48.322,0.51,99.49,Unhealthy
348,2026-01-09 10:02:49.706,0.50,99.50,Unhealthy
349,2026-01-09 10:02:49.737,0.51,99.49,Unhealthy
350,2026-01-09 10:02:49.758,0.51,99.49,Unhealthy
351,2026-01-09 10:02:49.777,0.51,99.49,Unhealthy
352,2026-01-09 10:02:49.798,0.51,99.49,Unhealthy
353,2026-01-09 10:02:49.817,0.52,99.48,Unhealthy
354,2026-01-09 10:02:49.837,0.51,99.49,Unhealthy
355,2026-01-09 10:02:49.858,0.52,99.48,Unhealthy
356,2026-01-09 10:02:49.881,0.52,99.48,Unhealthy
357,2026-01-09 10:02:49.901,0.52,99.48,Unhealthy
358,2026-01-09 10:02:49.922,0.52,99.48,Unhealthy
359,2026-01-09 10:02:49.940,0.52,99.48,Unhealthy
360,2026-01-09 10:02:49.962,0.53,99.47,Unhealthy
361,2026-01-09 10:02:49.981,0.53,99.47,Unhealthy
362,2026-01-09 10:02:50.000,0.52,99.48,Unhealthy
363,2026-01-09 10:02:50.020,0.52,99.48,Unhealthy
364,2026-01-09 10:02:50.042,0.52,99.48,Unhealthy
365,2026-01-09 10:02:50.064,0.53,99.47,Unhealthy
366,2026-01-09 10:02:50.083,0.52,99.48,Unhealthy
367,2026-01-09 10:02:50.102,0.52,99.48,Unhealthy
368,2026-01-09 10:02:50.122,0.53,99.47,Unhealthy
369,2026-01-09 10:02:50.141,0.54,99.46,Unhealthy
370,2026-01-09 10:02:50.161,0.53,99.47,Unhealthy
371,2026-01-09 10:02:50.180,0.53,99.47,Unhealthy
372,2026-01-09 10:02:50.200,0.53,99.47,Unhealthy
373,2026-01-09 10:02:50.220,0.53,99.47,Unhealthy
374,2026-01-09 10:02:50.240,0.54,99.46,Unhealthy
375,2026-01-09 10:02:50.262,0.55,99.45,Unhealthy
376,2026-01-09 10:02:50.285,0.52,99.48,Unhealthy
377,2026-01-09 10:02:50.307,0.52,99.48,Unhealthy
378,2026-01-09 10:02:50.342,0.51,99.49,Unhealthy
379,2026-01-09 10:02:50.371,0.52,99.48,Unhealthy
380,2026-01-09 10:02:50.402,0.51,99.49,Unhealthy
381,2026-01-09 10:02:50.422,0.52,99.48,Unhealthy
382,2026-01-09 10:02:50.453,0.54,99.46,Unhealthy
383,2026-01-09 10:02:50.475,0.54,99.46,Unhealthy
384,2026-01-09 10:02:50.498,0.53,99.47,Unhealthy
385,2026-01-09 10:02:50.520,0.56,99.44,Unhealthy
386,2026-01-09 10:02:50.541,0.59,99.41,Unhealthy
387,2026-01-09 10:02:50.560,0.58,99.42,Unhealthy
388,2026-01-09 10:02:50.580,0.60,99.40,Unhealthy
389,2026-01-09 10:02:50.599,0.62,99.38,Unhealthy
390,2026-01-09 10:02:50.619,0.63,99.37,Unhealthy
391,2026-01-09 10:02:50.637,0.66,99.34,Unhealthy
392,2026-01-09 10:02:50.657,0.68,99.32,Unhealthy
393,2026-01-09 10:02:50.678,0.67,99.33,Unhealthy
394,2026-01-09 10:02:50.697,0.69,99.31,Unhealthy
395,2026-01-09 10:02:50.716,0.67,99.33,Unhealthy
396,2026-01-09 10:02:50.735,0.65,99.35,Unhealthy
397,2026-01-09 10:02:50.753,0.65,99.35,Unhealthy
398,2026-01-09 10:02:50.773,0.72,99.28,Unhealthy
399,2026-01-09 10:02:50.792,0.69,99.31,Unhealthy
400,2026-01-09 10:02:50.813,0.73,99.27,Unhealthy
401,2026-01-09 10:02:50.832,0.70,99.30,Unhealthy
402,2026-01-09 10:02:50.851,0.70,99.30,Unhealthy
403,2026-01-09 10:02:50.870,0.71,99.29,Unhealthy
404,2026-01-09 10:02:50.890,0.72,99.28,Unhealthy
405,2026-01-09 10:02:50.908,0.71,99.29,Unhealthy
406,2026-01-09 10:02:50.926,0.70,99.30,Unhealthy
407,2026-01-09 10:02:50.944,0.67,99.33,Unhealthy
408,2026-01-09 10:02:50.963,0.61,99.39,Unhealthy
409,2026-01-09 10:02:50.981,0.58,99.42,Unhealthy
410,2026-01-09 10:02:51.000,0.55,99.45,Unhealthy
411,2026-01-09 10:02:51.018,0.58,99.42,Unhealthy
412,2026-01-09 10:02:51.039,0.61,99.39,Unhealthy
413,2026-01-09 10:02:51.058,0.63,99.37,Unhealthy
414,2026-01-09 10:02:51.077,0.65,99.35,Unhealthy
415,2026-01-09 10:02:51.096,0.69,99.31,Unhealthy
416,2026-01-09 10:02:51.116,0.73,99.27,Unhealthy
417,2026-01-09 10:02:51.134,0.74,99.26,Unhealthy
418,2026-01-09 10:02:51.153,0.78,99.22,Unhealthy
419,2026-01-09 10:02:51.171,0.80,99.20,Unhealthy
420,2026-01-09 10:02:51.194,0.84,99.16,Unhealthy
421,2026-01-09 10:02:51.214,0.87,99.13,Unhealthy
422,2026-01-09 10:02:51.234,0.90,99.10,Unhealthy
423,2026-01-09 10:02:51.253,0.94,99.06,Unhealthy
424,2026-01-09 10:02:51.272,1.00,99.00,Unhealthy
425,2026-01-09 10:02:51.291,1.03,98.97,Unhealthy
426,2026-01-09 10:02:51.311,0.96,99.04,Unhealthy
427,2026-01-09 10:02:51.330,0.76,99.24,Unhealthy
428,2026-01-09 10:02:51.349,0.64,99.36,Unhealthy
429,2026-01-09 10:02:51.367,0.38,99.62,Unhealthy
430,2026-01-09 10:02:51.386,0.22,99.78,Unhealthy
431,2026-01-09 10:02:51.404,0.20,99.80,Unhealthy
432,2026-01-09 10:02:51.423,0.18,99.82,Unhealthy
433,2026-01-09 10:02:51.442,0.16,99.84,Unhealthy
434,2026-01-09 10:02:51.461,0.16,99.84,Unhealthy
