frame_number,timestamp,health_index,unhealthy_ratio_percent,health_status
42,2026-01-09 10:18:01.523,50.44,49.56,Moderate
43,2026-01-09 10:18:01.560,50.44,49.56,Moderate
44,2026-01-09 10:18:01.601,50.45,49.55,Moderate
45,2026-01-09 10:18:01.649,50.44,49.56,Moderate
46,2026-01-09 10:18:01.689,50.44,49.56,Moderate
47,2026-01-09 10:18:01.733,50.44,49.56,Moderate
48,2026-01-09 10:18:01.771,50.45,49.55,Moderate
49,2026-01-09 10:18:01.812,50.45,49.55,Moderate
50,2026-01-09 10:18:01.851,50.44,49.56,Moderate
51,2026-01-09 10:18:01.883,50.44,49.56,Moderate
52,2026-01-09 10:18:01.932,50.45,49.55,Moderate
53,2026-01-09 10:18:01.966,50.45,49.55,Moderate
54,2026-01-09 10:18:02.023,50.45,49.55,Moderate
55,2026-01-09 10:18:02.069,50.45,49.55,Moderate
56,2026-01-09 10:18:02.116,50.45,49.55,Moderate
57,2026-01-09 10:18:02.167,50.46,49.54,Moderate
58,2026-01-09 10:18:02.201,50.46,49.54,Moderate
59,2026-01-09 10:18:02.247,50.46,49.54,Moderate
60,2026-01-09 10:18:02.293,50.45,49.55,Moderate
61,2026-01-09 10:18:02.330,50.45,49.55,Moderate
62,2026-01-09 10:18:02.366,50.45,49.55,Moderate
63,2026-01-09 10:18:02.409,50.45,49.55,Moderate
64,2026-01-09 10:18:02.447,50.45,49.55,Moderate
65,2026-01-09 10:18:02.494,50.45,49.55,Moderate
66,2026-01-09 10:18:02.533,50.45,49.55,Moderate
67,2026-01-09 10:18:02.570,50.45,49.55,Moderate
68,2026-01-09 10:18:02.611,50.45,49.55,Moderate
69,2026-01-09 10:18:02.650,50.45,49.55,Moderate
70,2026-01-09 10:18:02.681,50.45,49.55,Moderate
71,2026-01-09 10:18:02.727,50.45,49.55,Moderate
72,2026-01-09 10:18:02.761,50.45,49.55,Moderate
73,2026-01-09 10:18:02.802,50.44,49.56,Moderate
74,2026-01-09 10:18:02.848,50.44,49.56,Moderate
75,2026-01-09 10:18:02.890,50.45,49.55,Moderate
76,2026-01-09 10:18:02.930,50.45,49.55,Moderate
77,2026-01-09 10:18:02.979,50.45,49.55,Moderate
78,2026-01-09 10:18:03.013,50.45,49.55,Moderate
79,2026-01-09 10:18:03.053,50.45,49.55,Moderate
80,2026-01-09 10:18:03.099,50.45,49.55,Moderate
81,2026-01-09 10:18:03.137,50.45,49.55,Moderate
82,2026-01-09 10:18:03.178,50.45,49.55,Moderate
83,2026-01-09 10:18:03.223,50.45,49.55,Moderate
84,2026-01-09 10:18:03.262,50.46,49.54,Moderate
85,2026-01-09 10:18:03.307,50.46,49.54,Moderate
86,2026-01-09 10:18:03.350,50.46,49.54,Moderate
87,2026-01-09 10:18:03.388,50.46,49.54,Moderate
88,2026-01-09 10:18:03.429,50.46,49.54,Moderate
89,2026-01-09 10:18:03.475,50.46,49.54,Moderate
90,2026-01-09 10:18:03.514,50.45,49.55,Moderate
91,2026-01-09 10:18:03.548,50.45,49.55,Moderate
92,2026-01-09 10:18:03.597,50.45,49.55,Moderate
93,2026-01-09 10:18:03.634,50.46,49.54,Moderate
94,2026-01-09 10:18:03.681,50.46,49.54,Moderate
95,2026-01-09 10:18:03.714,50.47,49.53,Moderate
96,2026-01-09 10:18:03.753,50.48,49.52,Moderate
97,2026-01-09 10:18:03.798,50.48,49.52,Moderate
98,2026-01-09 10:18:03.832,50.48,49.52,Moderate
99,2026-01-09 10:18:03.866,50.48,49.52,Moderate
100,2026-01-09 10:18:03.897,50.49,49.51,Moderate
101,2026-01-09 10:18:03.931,50.49,49.51,Moderate
102,2026-01-09 10:18:03.965,50.49,49.51,Moderate
103,2026-01-09 10:18:04.000,50.50,49.50,Moderate
104,2026-01-09 10:18:04.038,50.50,49.50,Moderate
105,2026-01-09 10:18:04.078,50.51,49.49,Moderate
106,2026-01-09 10:18:04.108,50.52,49.48,Moderate
107,2026-01-09 10:18:04.152,50.52,49.48,Moderate
108,2026-01-09 10:18:04.192,50.52,49.48,Moderate
109,2026-01-09 10:18:04.224,50.52,49.48,Moderate
110,2026-01-09 10:18:04.257,50.52,49.48,Moderate
111,2026-01-09 10:18:04.296,50.53,49.47,Moderate
112,2026-01-09 10:18:04.331,50.54,49.46,Moderate
113,2026-01-09 10:18:04.376,50.54,49.46,Moderate
114,2026-01-09 10:18:04.414,50.54,49.46,Moderate
115,2026-01-09 10:18:04.447,50.54,49.46,Moderate
116,2026-01-09 10:18:04.482,50.54,49.46,Moderate
117,2026-01-09 10:18:04.522,50.54,49.46,Moderate
118,2026-01-09 10:18:04.561,50.54,49.46,Moderate
119,2026-01-09 10:18:04.601,50.54,49.46,Moderate
120,2026-01-09 10:18:04.641,50.54,49.46,Moderate
121,2026-01-09 10:18:04.683,50.54,49.46,Moderate
122,2026-01-09 10:18:04.723,50.54,49.46,Moderate
123,2026-01-09 10:18:04.755,50.55,49.45,Moderate
124,2026-01-09 10:18:04.794,50.54,49.46,Moderate
125,2026-01-09 10:18:04.838,50.53,49.47,Moderate
126,2026-01-09 10:18:04.874,50.54,49.46,Moderate
127,2026-01-09 10:18:04.916,50.54,49.46,Moderate
128,2026-01-09 10:18:04.956,50.54,49.46,Moderate
129,2026-01-09 10:18:04.991,50.54,49.46,Moderate
130,2026-01-09 10:18:05.033,50.53,49.47,Moderate
131,2026-01-09 10:18:05.075,50.54,49.46,Moderate
132,2026-01-09 10:18:05.112,50.53,49.47,Moderate
133,2026-01-09 10:18:05.158,50.52,49.48,Moderate
134,2026-01-09 10:18:05.197,50.52,49.48,Moderate
135,2026-01-09 10:18:05.241,50.52,49.48,Moderate
136,2026-01-09 10:18:05.276,50.51,49.49,Moderate
137,2026-01-09 10:18:05.316,50.51,49.49,Moderate
138,2026-01-09 10:18:05.362,50.51,49.49,Moderate
139,2026-01-09 10:18:05.393,50.51,49.49,Moderate
140,2026-01-09 10:18:05.426,50.50,49.50,Moderate
141,2026-01-09 10:18:05.457,50.50,49.50,Moderate
142,2026-01-09 10:18:05.494,50.51,49.49,Moderate
143,2026-01-09 10:18:05.529,50.50,49.50,Moderate
144,2026-01-09 10:18:05.563,50.50,49.50,Moderate
145,2026-01-09 10:18:05.599,50.50,49.50,Moderate
146,2026-01-09 10:18:05.631,50.50,49.50,Moderate
147,2026-01-09 10:18:05.663,50.50,49.50,Moderate
148,2026-01-09 10:18:05.705,50.49,49.51,Moderate
149,2026-01-09 10:18:05.746,50.48,49.52,Moderate
150,2026-01-09 10:18:05.785,50.45,49.55,Moderate
151,2026-01-09 10:18:05.822,50.45,49.55,Moderate
152,2026-01-09 10:18:05.860,50.45,49.55,Moderate
153,2026-01-09 10:18:05.896,50.45,49.55,Moderate
154,2026-01-09 10:18:05.934,50.45,49.55,Moderate
155,2026-01-09 10:18:05.972,50.44,49.56,Moderate
156,2026-01-09 10:18:06.005,50.44,49.56,Moderate
157,2026-01-09 10:18:06.041,50.44,49.56,Moderate
158,2026-01-09 10:18:06.077,50.44,49.56,Moderate
159,2026-01-09 10:18:06.112,50.44,49.56,Moderate
160,2026-01-09 10:18:06.150,50.43,49.57,Moderate
161,2026-01-09 10:18:06.183,50.43,49.57,Moderate
162,2026-01-09 10:18:06.216,50.42,49.58,Moderate
163,2026-01-09 10:18:06.248,50.43,49.57,Moderate
164,2026-01-09 10:18:06.286,50.43,49.57,Moderate
165,2026-01-09 10:18:06.319,50.43,49.57,Moderate
166,2026-01-09 10:18:06.357,50.43,49.57,Moderate
167,2026-01-09 10:18:06.396,50.43,49.57,Moderate
168,2026-01-09 10:18:06.440,50.43,49.57,Moderate
169,2026-01-09 10:18:06.473,50.43,49.57,Moderate
170,2026-01-09 10:18:06.517,50.43,49.57,Moderate
171,2026-01-09 10:18:06.557,50.43,49.57,Moderate
172,2026-01-09 10:18:06.592,50.43,49.57,Moderate
173,2026-01-09 10:18:06.630,50.42,49.58,Moderate
174,2026-01-09 10:18:06.676,50.42,49.58,Moderate
175,2026-01-09 10:18:06.712,50.42,49.58,Moderate
176,2026-01-09 10:18:06.747,50.43,49.57,Moderate
177,2026-01-09 10:18:06.789,50.42,49.58,Moderate
178,2026-01-09 10:18:06.831,50.42,49.58,Moderate
179,2026-01-09 10:18:06.866,50.42,49.58,Moderate
180,2026-01-09 10:18:06.907,50.40,49.60,Moderate
181,2026-01-09 10:18:06.943,50.39,49.61,Moderate
182,2026-01-09 10:18:06.980,50.39,49.61,Moderate
183,2026-01-09 10:18:07.023,50.39,49.61,Moderate
184,2026-01-09 10:18:07.061,50.40,49.60,Moderate
185,2026-01-09 10:18:07.113,50.40,49.60,Moderate
186,2026-01-09 10:18:07.161,50.40,49.60,Moderate
187,2026-01-09 10:18:07.195,50.40,49.60,Moderate
188,2026-01-09 10:18:07.236,50.40,49.60,Moderate
189,2026-01-09 10:18:07.275,50.41,49.59,Moderate
190,2026-01-09 10:18:07.309,50.40,49.60,Moderate
191,2026-01-09 10:18:07.351,50.40,49.60,Moderate
192,2026-01-09 10:18:07.390,50.41,49.59,Moderate
193,2026-01-09 10:18:07.421,50.41,49.59,Moderate
194,2026-01-09 10:18:07.461,50.40,49.60,Moderate
195,2026-01-09 10:18:07.505,50.39,49.61,Moderate
196,2026-01-09 10:18:07.539,50.39,49.61,Moderate
197,2026-01-09 10:18:07.587,50.39,49.61,Moderate
198,2026-01-09 10:18:07.628,50.40,49.60,Moderate
199,2026-01-09 10:18:07.665,50.40,49.60,Moderate
200,2026-01-09 10:18:07.712,50.41,49.59,Moderate
201,2026-01-09 10:18:07.760,50.42,49.58,Moderate
202,2026-01-09 10:18:07.795,50.42,49.58,Moderate
203,2026-01-09 10:18:07.843,50.42,49.58,Moderate
204,2026-01-09 10:18:07.884,50.43,49.57,Moderate
205,2026-01-09 10:18:07.920,50.44,49.56,Moderate
206,2026-01-09 10:18:07.972,50.44,49.56,Moderate
207,2026-01-09 10:18:08.012,50.45,49.55,Moderate
208,2026-01-09 10:18:08.043,50.45,49.55,Moderate
209,2026-01-09 10:18:08.089,50.46,49.54,Moderate
210,2026-01-09 10:18:08.129,50.46,49.54,Moderate
211,2026-01-09 10:18:08.173,50.46,49.54,Moderate
212,2026-01-09 10:18:08.230,50.48,49.52,Moderate
213,2026-01-09 10:18:08.273,50.49,49.51,Moderate
214,2026-01-09 10:18:08.304,50.48,49.52,Moderate
215,2026-01-09 10:18:08.345,50.49,49.51,Moderate
216,2026-01-09 10:18:08.387,50.49,49.51,Moderate
217,2026-01-09 10:18:08.426,50.49,49.51,Moderate
218,2026-01-09 10:18:08.472,50.49,49.51,Moderate
219,2026-01-09 10:18:08.511,50.49,49.51,Moderate
220,2026-01-09 10:18:08.541,50.50,49.50,Moderate
221,2026-01-09 10:18:08.579,50.50,49.50,Moderate
222,2026-01-09 10:18:08.616,50.50,49.50,Moderate
223,2026-01-09 10:18:08.658,50.50,49.50,Moderate
224,2026-01-09 10:18:08.696,50.50,49.50,Moderate
225,2026-01-09 10:18:08.738,50.50,49.50,Moderate
226,2026-01-09 10:18:08.771,50.50,49.50,Moderate
227,2026-01-09 10:18:08.808,50.51,49.49,Moderate
228,2026-01-09 10:18:08.852,50.51,49.49,Moderate
229,2026-01-09 10:18:08.894,50.52,49.48,Moderate
230,2026-01-09 10:18:08.942,50.52,49.48,Moderate
231,2026-01-09 10:18:08.989,50.52,49.48,Moderate
232,2026-01-09 10:18:09.020,50.52,49.48,Moderate
233,2026-01-09 10:18:09.060,50.52,49.48,Moderate
234,2026-01-09 10:18:09.106,50.53,49.47,Moderate
235,2026-01-09 10:18:09.141,50.53,49.47,Moderate
236,2026-01-09 10:18:09.182,50.54,49.46,Moderate
237,2026-01-09 10:18:09.224,50.54,49.46,Moderate
238,2026-01-09 10:18:09.260,50.56,49.44,Moderate
239,2026-01-09 10:18:09.303,50.56,49.44,Moderate
240,2026-01-09 10:18:09.344,50.53,49.47,Moderate
241,2026-01-09 10:18:09.382,50.53,49.47,Moderate
242,2026-01-09 10:18:09.424,50.53,49.47,Moderate
243,2026-01-09 10:18:09.459,50.53,49.47,Moderate
244,2026-01-09 10:18:09.498,50.54,49.46,Moderate
245,2026-01-09 10:18:09.539,50.54,49.46,Moderate
246,2026-01-09 10:18:09.578,50.54,49.46,Moderate
247,2026-01-09 10:18:09.608,50.54,49.46,Moderate
248,2026-01-09 10:18:09.647,50.54,49.46,Moderate
249,2026-01-09 10:18:09.688,50.54,49.46,Moderate
250,2026-01-09 10:18:09.721,50.54,49.46,Moderate
251,2026-01-09 10:18:09.760,50.54,49.46,Moderate
252,2026-01-09 10:18:09.805,50.54,49.46,Moderate
253,2026-01-09 10:18:09.842,50.55,49.45,Moderate
254,2026-01-09 10:18:09.886,50.56,49.44,Moderate
255,2026-01-09 10:18:09.926,50.56,49.44,Moderate
256,2026-01-09 10:18:09.959,50.56,49.44,Moderate
257,2026-01-09 10:18:10.000,50.56,49.44,Moderate
258,2026-01-09 10:18:10.051,50.57,49.43,Moderate
259,2026-01-09 10:18:10.093,50.58,49.42,Moderate
260,2026-01-09 10:18:10.143,50.58,49.42,Moderate
261,2026-01-09 10:18:10.187,50.58,49.42,Moderate
262,2026-01-09 10:18:10.220,50.58,49.42,Moderate
263,2026-01-09 10:18:10.264,50.59,49.41,Moderate
264,2026-01-09 10:18:10.304,50.59,49.41,Moderate
265,2026-01-09 10:18:10.341,50.59,49.41,Moderate
266,2026-01-09 10:18:10.384,50.59,49.41,Moderate
267,2026-01-09 10:18:10.426,50.59,49.41,Moderate
268,2026-01-09 10:18:10.460,50.60,49.40,Moderate
269,2026-01-09 10:18:10.506,50.60,49.40,Moderate
270,2026-01-09 10:18:10.553,50.60,49.40,Moderate
271,2026-01-09 10:18:10.587,50.60,49.40,Moderate
272,2026-01-09 10:18:10.629,50.60,49.40,Moderate
273,2026-01-09 10:18:10.668,50.60,49.40,Moderate
274,2026-01-09 10:18:10.707,50.60,49.40,Moderate
275,2026-01-09 10:18:10.751,50.60,49.40,Moderate
276,2026-01-09 10:18:10.792,50.60,49.40,Moderate
277,2026-01-09 10:18:10.827,50.60,49.40,Moderate
278,2026-01-09 10:18:10.873,50.61,49.39,Moderate
279,2026-01-09 10:18:10.922,50.61,49.39,Moderate
280,2026-01-09 10:18:10.964,50.62,49.38,Moderate
281,2026-01-09 10:18:11.009,50.62,49.38,Moderate
282,2026-01-09 10:18:11.051,50.61,49.39,Moderate
283,2026-01-09 10:18:11.085,50.62,49.38,Moderate
284,2026-01-09 10:18:11.126,50.62,49.38,Moderate
285,2026-01-09 10:18:11.169,50.62,49.38,Moderate
286,2026-01-09 10:18:11.206,50.62,49.38,Moderate
287,2026-01-09 10:18:11.256,50.62,49.38,Moderate
288,2026-01-09 10:18:11.292,50.61,49.39,Moderate
289,2026-01-09 10:18:11.324,50.62,49.38,Moderate
290,2026-01-09 10:18:11.374,50.62,49.38,Moderate
291,2026-01-09 10:18:11.419,50.62,49.38,Moderate
292,2026-01-09 10:18:11.452,50.63,49.37,Moderate
293,2026-01-09 10:18:11.492,50.63,49.37,Moderate
294,2026-01-09 10:18:11.539,50.64,49.36,Moderate
295,2026-01-09 10:18:11.575,50.64,49.36,Moderate
296,2026-01-09 10:18:11.625,50.63,49.37,Moderate
297,2026-01-09 10:18:11.672,50.63,49.37,Moderate
298,2026-01-09 10:18:11.713,50.63,49.37,Moderate
299,2026-01-09 10:18:11.759,50.63,49.37,Moderate
300,2026-01-09 10:18:11.806,50.61,49.39,Moderate
301,2026-01-09 10:18:11.842,50.61,49.39,Moderate
302,2026-01-09 10:18:11.884,50.62,49.38,Moderate
303,2026-01-09 10:18:11.926,50.61,49.39,Moderate
304,2026-01-09 10:18:11.956,50.61,49.39,Moderate
305,2026-01-09 10:18:12.006,50.61,49.39,Moderate
306,2026-01-09 10:18:12.045,50.61,49.39,Moderate
307,2026-01-09 10:18:12.084,50.61,49.39,Moderate
308,2026-01-09 10:18:12.135,50.61,49.39,Moderate
309,2026-01-09 10:18:12.181,50.61,49.39,Moderate
310,2026-01-09 10:18:12.220,50.61,49.39,Moderate
311,2026-01-09 10:18:12.270,50.60,49.40,Moderate
312,2026-01-09 10:18:12.312,50.59,49.41,Moderate
313,2026-01-09 10:18:12.356,50.59,49.41,Moderate
314,2026-01-09 10:18:12.403,50.59,49.41,Moderate
315,2026-01-09 10:18:12.442,50.59,49.41,Moderate
316,2026-01-09 10:18:12.474,50.59,49.41,Moderate
317,2026-01-09 10:18:12.519,50.60,49.40,Moderate
318,2026-01-09 10:18:12.557,50.60,49.40,Moderate
319,2026-01-09 10:18:12.591,50.60,49.40,Moderate
320,2026-01-09 10:18:12.634,50.60,49.40,Moderate
321,2026-01-09 10:18:12.674,50.60,49.40,Moderate
322,2026-01-09 10:18:12.707,50.60,49.40,Moderate
323,2026-01-09 10:18:12.754,50.60,49.40,Moderate
324,2026-01-09 10:18:12.797,50.60,49.40,Moderate
325,2026-01-09 10:18:12.835,50.59,49.41,Moderate
326,2026-01-09 10:18:12.887,50.59,49.41,Moderate
327,2026-01-09 10:18:12.925,50.58,49.42,Moderate
328,2026-01-09 10:18:12.963,50.58,49.42,Moderate
329,2026-01-09 10:18:13.011,50.58,49.42,Moderate
330,2026-01-09 10:18:13.052,50.56,49.44,Moderate
331,2026-01-09 10:18:13.086,50.56,49.44,Moderate
332,2026-01-09 10:18:13.129,50.56,49.44,Moderate
333,2026-01-09 10:18:13.168,50.56,49.44,Moderate
334,2026-01-09 10:18:13.204,50.56,49.44,Moderate
335,2026-01-09 10:18:13.244,50.56,49.44,Moderate
336,2026-01-09 10:18:13.290,50.56,49.44,Moderate
337,2026-01-09 10:18:13.324,50.56,49.44,Moderate
338,2026-01-09 10:18:13.375,50.56,49.44,Moderate
339,2026-01-09 10:18:13.424,50.56,49.44,Moderate
340,2026-01-09 10:18:13.461,50.56,49.44,Moderate
341,2026-01-09 10:18:13.504,50.56,49.44,Moderate
342,2026-01-09 10:18:13.542,50.56,49.44,Moderate
343,2026-01-09 10:18:13.575,50.56,49.44,Moderate
344,2026-01-09 10:18:13.624,50.56,49.44,Moderate
345,2026-01-09 10:18:13.667,50.56,49.44,Moderate
346,2026-01-09 10:18:13.705,50.56,49.44,Moderate
347,2026-01-09 10:18:13.746,50.56,49.44,Moderate
348,2026-01-09 10:18:13.788,50.55,49.45,Moderate
349,2026-01-09 10:18:13.824,50.56,49.44,Moderate
350,2026-01-09 10:18:13.872,50.56,49.44,Moderate
351,2026-01-09 10:18:13.920,50.56,49.44,Moderate
352,2026-01-09 10:18:13.965,50.56,49.44,Moderate
353,2026-01-09 10:18:14.009,50.56,49.44,Moderate
354,2026-01-09 10:18:14.054,50.56,49.44,Moderate
355,2026-01-09 10:18:14.090,50.55,49.45,Moderate
356,2026-01-09 10:18:14.132,50.55,49.45,Moderate
357,2026-01-09 10:18:14.173,50.55,49.45,Moderate
358,2026-01-09 10:18:14.213,50.55,49.45,Moderate
359,2026-01-09 10:18:14.256,50.55,49.45,Moderate
360,2026-01-09 10:18:14.300,50.54,49.46,Moderate
361,2026-01-09 10:18:14.337,50.54,49.46,Moderate
362,2026-01-09 10:18:14.381,50.55,49.45,Moderate
363,2026-01-09 10:18:14.420,50.55,49.45,Moderate
364,2026-01-09 10:18:14.455,50.56,49.44,Moderate
365,2026-01-09 10:18:14.501,50.56,49.44,Moderate
366,2026-01-09 10:18:14.543,50.56,49.44,Moderate
367,2026-01-09 10:18:14.581,50.56,49.44,Moderate
368,2026-01-09 10:18:14.620,50.56,49.44,Moderate
369,2026-01-09 10:18:14.665,50.56,49.44,Moderate
370,2026-01-09 10:18:14.702,50.56,49.44,Moderate
371,2026-01-09 10:18:14.749,50.56,49.44,Moderate
372,2026-01-09 10:18:14.789,50.56,49.44,Moderate
373,2026-01-09 10:18:14.821,50.56,49.44,Moderate
374,2026-01-09 10:18:14.865,50.56,49.44,Moderate
375,2026-01-09 10:18:14.906,50.56,49.44,Moderate
376,2026-01-09 10:18:14.939,50.55,49.45,Moderate
377,2026-01-09 10:18:14.986,50.54,49.46,Moderate
378,2026-01-09 10:18:15.029,50.54,49.46,Moderate
379,2026-01-09 10:18:15.057,50.54,49.46,Moderate
380,2026-01-09 10:18:15.102,50.54,49.46,Moderate
381,2026-01-09 10:18:15.139,50.54,49.46,Moderate
382,2026-01-09 10:18:15.172,50.54,49.46,Moderate
383,2026-01-09 10:18:15.216,50.54,49.46,Moderate
384,2026-01-09 10:18:15.257,50.54,49.46,Moderate
385,2026-01-09 10:18:15.299,50.53,49.47,Moderate
386,2026-01-09 10:18:15.343,50.53,49.47,Moderate
387,2026-01-09 10:18:15.384,50.53,49.47,Moderate
388,2026-01-09 10:18:15.415,50.53,49.47,Moderate
389,2026-01-09 10:18:15.456,50.53,49.47,Moderate
390,2026-01-09 10:18:15.500,50.52,49.48,Moderate
391,2026-01-09 10:18:15.532,50.52,49.48,Moderate
392,2026-01-09 10:18:15.569,50.52,49.48,Moderate
393,2026-01-09 10:18:15.615,50.51,49.49,Moderate
394,2026-01-09 10:18:15.652,50.51,49.49,Moderate
395,2026-01-09 10:18:15.693,50.51,49.49,Moderate
396,2026-01-09 10:18:15.728,50.51,49.49,Moderate
397,2026-01-09 10:18:15.769,50.51,49.49,Moderate
398,2026-01-09 10:18:15.806,50.51,49.49,Moderate
399,2026-01-09 10:18:15.845,50.51,49.49,Moderate
400,2026-01-09 10:18:15.886,50.50,49.50,Moderate
401,2026-01-09 10:18:15.929,50.50,49.50,Moderate
402,2026-01-09 10:18:15.970,50.50,49.50,Moderate
403,2026-01-09 10:18:16.005,50.50,49.50,Moderate
404,2026-01-09 10:18:16.048,50.50,49.50,Moderate
405,2026-01-09 10:18:16.088,50.50,49.50,Moderate
406,2026-01-09 10:18:16.125,50.50,49.50,Moderate
407,2026-01-09 10:18:16.162,50.50,49.50,Moderate
408,2026-01-09 10:18:16.201,50.50,49.50,Moderate
409,2026-01-09 10:18:16.233,50.50,49.50,Moderate
410,2026-01-09 10:18:16.269,50.50,49.50,Moderate
411,2026-01-09 10:18:16.307,50.50,49.50,Moderate
412,2026-01-09 10:18:16.342,50.50,49.50,Moderate
413,2026-01-09 10:18:16.377,50.49,49.51,Moderate
414,2026-01-09 10:18:16.420,50.49,49.51,Moderate
415,2026-01-09 10:18:16.461,50.47,49.53,Moderate
416,2026-01-09 10:18:16.502,50.47,49.53,Moderate
417,2026-01-09 10:18:16.537,50.47,49.53,Moderate
418,2026-01-09 10:18:16.569,50.47,49.53,Moderate
419,2026-01-09 10:18:16.606,50.47,49.53,Moderate
420,2026-01-09 10:18:16.648,50.45,49.55,Moderate
421,2026-01-09 10:18:16.683,50.45,49.55,Moderate
422,2026-01-09 10:18:16.723,50.45,49.55,Moderate
423,2026-01-09 10:18:16.766,50.45,49.55,Moderate
424,2026-01-09 10:18:16.799,50.45,49.55,Moderate
425,2026-01-09 10:18:16.843,50.45,49.55,Moderate
426,2026-01-09 10:18:16.888,50.45,49.55,Moderate
427,2026-01-09 10:18:16.929,50.45,49.55,Moderate
428,2026-01-09 10:18:16.968,50.45,49.55,Moderate
429,2026-01-09 10:18:17.005,50.46,49.54,Moderate
430,2026-01-09 10:18:17.035,50.46,49.54,Moderate
431,2026-01-09 10:18:17.079,50.45,49.55,Moderate
432,2026-01-09 10:18:17.120,50.45,49.55,Moderate
433,2026-01-09 10:18:17.155,50.45,49.55,Moderate
434,2026-01-09 10:18:17.196,50.45,49.55,Moderate
435,2026-01-09 10:18:17.237,50.45,49.55,Moderate
436,2026-01-09 10:18:17.270,50.45,49.55,Moderate
437,2026-01-09 10:18:17.313,50.45,49.55,Moderate
438,2026-01-09 10:18:17.352,50.45,49.55,Moderate
439,2026-01-09 10:18:17.385,50.45,49.55,Moderate
440,2026-01-09 10:18:17.430,50.45,49.55,Moderate
441,2026-01-09 10:18:17.466,50.45,49.55,Moderate
442,2026-01-09 10:18:17.503,50.45,49.55,Moderate
443,2026-01-09 10:18:17.545,50.45,49.55,Moderate
444,2026-01-09 10:18:17.586,50.44,49.56,Moderate
445,2026-01-09 10:18:17.622,50.43,49.57,Moderate
446,2026-01-09 10:18:17.662,50.44,49.56,Moderate
447,2026-01-09 10:18:17.700,50.44,49.56,Moderate
448,2026-01-09 10:18:17.733,50.44,49.56,Moderate
449,2026-01-09 10:18:17.773,50.44,49.56,Moderate
450,2026-01-09 10:18:17.812,50.42,49.58,Moderate
451,2026-01-09 10:18:17.844,50.42,49.58,Moderate
452,2026-01-09 10:18:17.885,50.43,49.57,Moderate
453,2026-01-09 10:18:17.923,50.44,49.56,Moderate
454,2026-01-09 10:18:17.952,50.44,49.56,Moderate
455,2026-01-09 10:18:17.997,50.45,49.55,Moderate
456,2026-01-09 10:18:18.036,50.45,49.55,Moderate
457,2026-01-09 10:18:18.076,50.45,49.55,Moderate
458,2026-01-09 10:18:18.116,50.45,49.55,Moderate
459,2026-01-09 10:18:18.161,50.45,49.55,Moderate
460,2026-01-09 10:18:18.194,50.45,49.55,Moderate
461,2026-01-09 10:18:18.240,50.45,49.55,Moderate
462,2026-01-09 10:18:18.289,50.45,49.55,Moderate
463,2026-01-09 10:18:18.331,50.45,49.55,Moderate
